CENSUS_YEAR;WARD;DWELLING_TYPE;DWELLING_TYPE_CODE;DWELLING_TYPE_DESCRIPTION;DWELLING_CNT;RESIDENT_CNT;OCPD_DWELLING_CNT;VACANT_DWELLING_CNT;OCPD_OWNERSHIP_CNT;RENOVATION_DWELLING_CNT;UNDER_CONST_DWELLING_CNT;INACTIVE_CNT;OTHER_PURPOSE_CNT
01/01/2014 12:00:00 AM;1;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;6;828;6;0;0;0;0;0;0
01/01/2014 12:00:00 AM;1;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;14;53;12;0;0;0;0;1;1
01/01/2014 12:00:00 AM;1;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;9;181;5;4;0;0;0;0;0
01/01/1999 12:00:00 AM;12;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;3;0;0;3;0;0;0;0;
01/01/2014 12:00:00 AM;2;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;21,979;68,700;21,266;194;19,722;36;404;13;66
01/01/2014 12:00:00 AM;2;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,038;2,383;1,000;8;861;2;28;0;0
01/01/2014 12:00:00 AM;2;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;204;295;138;14;120;0;52;0;0
01/01/2014 12:00:00 AM;2;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;2,362;3,716;2,155;42;1,275;0;163;0;2
01/01/2014 12:00:00 AM;2;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,880;6,175;2,681;62;1,869;4;125;3;5
01/01/2014 12:00:00 AM;2;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;309;486;299;10;290;0;0;0;0
01/01/2014 12:00:00 AM;2;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;136;216;118;13;13;0;0;5;0
01/01/2014 12:00:00 AM;2;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;30;1;0;0;0;0;0;0
01/01/2014 12:00:00 AM;2;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;4;218;2;0;0;0;2;0;0
01/01/2014 12:00:00 AM;2;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;5;1,390;4;0;0;0;1;0;0
01/01/2014 12:00:00 AM;3;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;20,940;76,734;20,410;144;18,390;26;316;16;28
01/01/2014 12:00:00 AM;3;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,555;4,189;1,486;10;1,204;0;55;0;4
01/01/2014 12:00:00 AM;3;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;96;214;93;3;34;0;0;0;0
01/01/2014 12:00:00 AM;3;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,629;6,326;3,245;86;2,060;2;287;2;7
01/01/2014 12:00:00 AM;3;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,678;5,799;2,271;46;1,634;0;356;1;4
01/01/2014 12:00:00 AM;3;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;4;1;1;2;0;0;0;0;1
01/01/2014 12:00:00 AM;3;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,027;2,481;904;66;97;0;0;57;0
01/01/2014 12:00:00 AM;3;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;2;2;2;0;1;0;0;0;0
01/01/2014 12:00:00 AM;3;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;7;2;0;1;0;0;0;0
01/01/2014 12:00:00 AM;3;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;3;318;3;0;0;0;0;0;0
01/01/2014 12:00:00 AM;3;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;0;0;0;0;0;0;0;1
01/01/2014 12:00:00 AM;3;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;6;62;4;2;0;0;0;0;0
01/01/2014 12:00:00 AM;4;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;21,564;61,936;21,286;197;18,635;49;10;10;12
01/01/2014 12:00:00 AM;4;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,859;7,372;2,772;44;1,467;10;20;7;6
01/01/2014 12:00:00 AM;4;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;53;89;50;3;2;0;0;0;0
01/01/2014 12:00:00 AM;4;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;2,483;3,620;2,244;85;628;51;91;8;4
01/01/2014 12:00:00 AM;4;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;4,610;11,145;4,498;88;2,247;15;0;5;4
01/01/2014 12:00:00 AM;4;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;126;234;121;1;110;4;0;0;0
01/01/2014 12:00:00 AM;4;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,308;1,835;1,040;143;61;14;1;108;2
01/01/2014 12:00:00 AM;4;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;3;6;3;0;0;0;0;0;0
01/01/2014 12:00:00 AM;4;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;3;2;0;0;0;0;0;0
01/01/2014 12:00:00 AM;4;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;1;135;1;0;0;0;0;0;0
01/01/2014 12:00:00 AM;4;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;1;0;0;1;0;0;0;0;0
01/01/2014 12:00:00 AM;5;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;19,964;69,677;19,599;264;15,770;71;9;12;9
01/01/2014 12:00:00 AM;5;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,919;8,926;2,861;40;1,683;14;1;2;1
01/01/2014 12:00:00 AM;5;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;1;4;1;0;0;0;0;0;0
01/01/2014 12:00:00 AM;5;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,421;2,698;1,398;20;326;1;0;0;2
01/01/2014 12:00:00 AM;5;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,549;10,063;3,451;63;1,486;12;18;3;2
01/01/2014 12:00:00 AM;5;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;301;532;299;2;290;0;0;0;0
01/01/2014 12:00:00 AM;5;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,156;4,164;1,714;173;143;18;1;245;5
01/01/2014 12:00:00 AM;5;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;2;6;1;0;1;0;0;0;1
01/01/2014 12:00:00 AM;5;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;1;2;1;0;0;0;0;0;0
01/01/2014 12:00:00 AM;5;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;2;1;0;0;0;0;0;0
01/01/2014 12:00:00 AM;5;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;3;330;3;0;0;0;0;0;0
01/01/2014 12:00:00 AM;5;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;0;0;0;0;0;0;0;1
01/01/2014 12:00:00 AM;5;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;16;85;10;6;0;0;0;0;0
01/01/2014 12:00:00 AM;6;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;19,562;60,829;18,948;253;17,754;50;270;18;23
01/01/2014 12:00:00 AM;6;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,324;5,093;2,281;27;1,720;3;7;5;1
01/01/2014 12:00:00 AM;6;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;48;125;48;0;2;0;0;0;0
01/01/2014 12:00:00 AM;6;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;5,004;7,792;4,767;108;2,418;10;102;3;14
01/01/2014 12:00:00 AM;6;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;4,919;9,821;4,656;129;3,460;11;41;74;8
01/01/2014 12:00:00 AM;6;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;2;4;1;1;1;0;0;0;0
